id_chatbot,intent,pertanyaan,jawaban,action,processed_question
486,harga_servis,kira-kira servis lengkap habis berapa segera,"Biaya ganti oli mulai Rp50.000, belum termasuk harga oli tertentu.",,kirakira servis lengkap habis berapa segera
487,layanan_servis,bagaimana apa saja jasa servis di sini,Sedang menganalisis keluhan motor.,diagnosa,bagaimana apa jasa servis sini
488,layanan_servis,kamu bisa daftar layanan bengkel,Sedang menganalisis keluhan motor.,diagnosa,kamu daftar layan bengkel
489,cek_stok,ada cek stok sparepart,Sedang cek stok barang.,check_stock,cek stok sparepart
490,info_barang,bagaimana detail kampas rem segera,Info barang.,info_barang,bagaimana detail kampas rem segera
491,jadwal_bengkel,apa bengkel tutup kapan sekarang,Bengkel buka pukul 08.00-17.00 WIB.,,apa bengkel tutup kapan sekarang
492,kontak_admin,bagaimana bagaimana hubungi bengkel segera,Nomor WhatsApp kami adalah 085606213825.,open_wa,bagaimana bagaimana hubung bengkel segera
493,bantuan_umum,kamu bisa tanya dong dong,"Saya dapat membantu informasi bengkel, jadwal, lokasi, servis, stok barang, dan rekomendasi produk.",,kamu tanya dong dong
494,rekom_produk,ada saran oli mesin segera,Rekomendasi produk.,saran_produk,saran oli mesin segera
495,harga_servis,apa harga servis motor matic dong,"Biaya ganti oli mulai Rp50.000, belum termasuk harga oli tertentu.",,apa harga servis motor matic dong
496,daftar_barang,kira-kira tunjukkan daftar barang segera,Berikut daftar oli yang tersedia.,list_barang,kirakira tunjuk daftar barang segera
497,akhir_percakapan,bagaimana selamat tinggal,"Sama-sama, semoga membantu.",,bagaimana selamat tinggal
498,sapaan,mohon sore kak dong,Halo! Ada yang bisa saya bantu terkait layanan Bengkel Motor Kurnia?,,mohon sore kak dong
499,layanan_servis,mohon bisa servis apa saja,Sedang menganalisis keluhan motor.,diagnosa,mohon servis apa
500,sapaan,apa hallo semua sekarang,Halo! Ada yang bisa saya bantu terkait layanan Bengkel Motor Kurnia?,,apa hallo semua sekarang
501,sapaan,ada hallo dong,Halo! Ada yang bisa saya bantu terkait layanan Bengkel Motor Kurnia?,,hallo dong
502,kontak_admin,bagaimana nomor wa bengkel berapa,Nomor WhatsApp kami adalah 085606213825.,open_wa,bagaimana nomor wa bengkel berapa
503,cek_stok,kira-kira stok kampas kopling dong,Sedang cek stok barang.,check_stock,kirakira stok kampas kopling dong
504,rekom_produk,kira-kira rekomendasi aki segera,Rekomendasi produk.,saran_produk,kirakira rekomendasi aki segera
505,kontak_admin,bagaimana nomor bengkel berapa segera,Nomor WhatsApp kami adalah 085606213825.,open_wa,bagaimana nomor bengkel berapa segera
506,cek_stok,apa stok oli yamalube matic,Sedang cek stok barang.,check_stock,apa stok oli yamalube matic
507,rekom_produk,kamu bisa oli yang cocok untuk beat dong,Rekomendasi produk.,saran_produk,kamu oli cocok beat dong
508,info_barang,ada informasi barang motor segera,Info barang.,info_barang,informasi barang motor segera
509,info_barang,kira-kira info komponen motor,Info barang.,info_barang,kirakira info komponen motor
510,bantuan_umum,kamu bisa mau tanya min segera,"Saya dapat membantu informasi bengkel, jadwal, lokasi, servis, stok barang, dan rekomendasi produk.",,kamu mau tanya min segera
511,jadwal_bengkel,bagaimana jam service bengkel sekarang,Bengkel buka pukul 08.00-17.00 WIB.,,bagaimana jam service bengkel sekarang
512,sapaan,kira-kira hai kurnia,Halo! Ada yang bisa saya bantu terkait layanan Bengkel Motor Kurnia?,,kirakira hai kurnia
513,layanan_servis,apa layanan di kurnia motor sekarang,Sedang menganalisis keluhan motor.,diagnosa,apa layan kurnia motor sekarang
514,bantuan_umum,ada chatbot ini bisa apa dong,"Saya dapat membantu informasi bengkel, jadwal, lokasi, servis, stok barang, dan rekomendasi produk.",,chatbot apa dong
515,jadwal_bengkel,ada jam service bengkel dong,Bengkel buka pukul 08.00-17.00 WIB.,,jam service bengkel dong
516,sapaan,apa malam min sekarang,Halo! Ada yang bisa saya bantu terkait layanan Bengkel Motor Kurnia?,,apa malam min sekarang
517,layanan_servis,kira-kira motor tarikan lemah segera,Sedang menganalisis keluhan motor.,diagnosa,kirakira motor tari lemah segera
518,sapaan,ada selamat datang,Halo! Ada yang bisa saya bantu terkait layanan Bengkel Motor Kurnia?,,selamat datang
519,bantuan_umum,bagaimana bisa tolong sekarang,"Saya dapat membantu informasi bengkel, jadwal, lokasi, servis, stok barang, dan rekomendasi produk.",,bagaimana sekarang
520,kontak_admin,kamu bisa wa bengkel berapa segera,Nomor WhatsApp kami adalah 085606213825.,open_wa,kamu wa bengkel berapa segera
521,cek_stok,mohon ada stok oli motor sekarang,Sedang cek stok barang.,check_stock,mohon stok oli motor sekarang
522,lokasi_bengkel,alamat bengkel bengkel ada dimana,Bengkel berada di depan Masjid Senduro.,open_maps,alamat bengkel bengkel
523,akhir_percakapan,apa sampai jumpa,"Sama-sama, semoga membantu.",,apa jumpa
524,bantuan_umum,ada bisa bantu masalah motor sekarang,"Saya dapat membantu informasi bengkel, jadwal, lokasi, servis, stok barang, dan rekomendasi produk.",,bantu masalah motor sekarang
525,bantuan_umum,ada bisa tolong dong,"Saya dapat membantu informasi bengkel, jadwal, lokasi, servis, stok barang, dan rekomendasi produk.",,dong
526,layanan_servis,mohon bisa servis apa saja dong,Sedang menganalisis keluhan motor.,diagnosa,mohon servis apa dong
527,bantuan_umum,kamu bisa bisa tolong,"Saya dapat membantu informasi bengkel, jadwal, lokasi, servis, stok barang, dan rekomendasi produk.",,kamu
528,harga_servis,mohon harga servis motor kamu,"Biaya ganti oli mulai Rp50.000, belum termasuk harga oli tertentu.",,mohon harga servis motor kamu
529,bantuan_umum,kira-kira kamu bisa bantu apa dong,"Saya dapat membantu informasi bengkel, jadwal, lokasi, servis, stok barang, dan rekomendasi produk.",,kirakira kamu bantu apa dong
530,bantuan_umum,kira-kira bisa tolong sekarang,"Saya dapat membantu informasi bengkel, jadwal, lokasi, servis, stok barang, dan rekomendasi produk.",,kirakira sekarang
531,info_barang,mohon info sparepart segera,Info barang.,info_barang,mohon info sparepart segera
532,layanan_servis,kamu bisa motor brebet saat digas,Sedang menganalisis keluhan motor.,diagnosa,kamu motor brebet gas
